line,word
109,fantastic
110,app
110,relaxing
111,free
112,reviewing
112,app
112,navigating
112,message
112,confirming
112,purchased
112,app
112,misguided
112,purchase
112,refund
112,buy
113,pay
114,makes
114,fall
114,asleep
114,bird
115,difficulty
115,falling
115,asleep
115,staying
115,asleep
115,listen
115,bedtime
115,story
115,light
115,minutes
115,stay
115,deep
115,sleep
115,dreams
115,wake
115,alarm
115,wide
115,awake
115,rested
115,feel
115,stay
115,bed
115,ten
115,minutes
116,hope
116,post
116,innocent
116,people
116,loose
116,unprepared
116,overdraft
116,fee
116,downloaded
116,read
116,outrageous
116,cost
116,immediately
116,stress
116,immediately
116,deleted
116,app
116,low
116,behold
116,call
116,bank
116,trial
116,period
116,ripped
116,aproximately
116,crazy
116,insane
116,main
116,account
116,save
116,despicable
116,watch
116,charge
116,downloading
116,refund
117,pretty
117,locked
117,series
117,meditations
117,app
117,pay
117,dollars
117,month
117,download
117,app
118,app
118,helps
118,reduce
118,anxiety
118,stress
118,cool
118,makes
118,calm
118,pressure
119,aware
119,trial
119,charge
119,dollars
119,app
119,kicked
119,butt
119,charging
119,crazy
119,prices
119,app
119,people
119,possibly
119,practical
119,price
119,hard
119,cancel
120,wanna
120,calm
120,bad
120,memories
120,helped
120,life
120,super
120,relaxing
120,love
120,app
120,body
120,feels
120,super
120,soft
120,light
120,relaxing
120,7days
120,loved
121,love
121,app
121,features
121,stories
121,amazing
121,coming
121,terms
121,body
121,balance
121,reason
121,price
121,premium
121,college
121,student
121,afford
121,anymore
121,free
121,version
121,justice
122,app
122,pay
122,pay
122,app
122,paying
122,price
123,app
123,crashes
123,iphone
123,5c
124,trouble
124,sleeping
124,buy
124,regret
125,love
125,app
125,benefit
125,complex
125,ptsd
125,afford
125,pay
125,annual
125,fee
125,monthly
125,fee
125,greatly
125,benefit
125,app
125,simply
125,afford
125,cost
125,disappointing
125,lowering
125,monthly
125,fee
125,accessible
126,free
126,app
126,pay
126,subscription
126,app
127,recommend
127,buy
127,downloaded
127,listen
127,buy
128,app
128,helps
128,relax
128,decompress
128,fall
128,asleep
128,love
129,sleep
129,aid
129,muy
129,mistake
129,snowflake
129,comfort
129,app
130,love
130,app
130,helped
130,life
130,helps
130,fall
130,asleep
130,lot
130,quicker
130,faster
130,love
130,backgrounds
130,music
130,sleep
130,stories
130,meditations
130,daily
130,calm
130,free
130,meditations
130,calm
130,premium
130,understand
130,life
130,desire
130,app
130,daily
130,increases
130,calm
130,relaxing
130,time
130,daily
130,calm
130,love
130,guys
130,app
130,yall
130,hope
130,successful
130,future
131,day
131,stressed
131,anxious
131,angry
131,lost
131,lonely
131,ready
131,feel
132,app
132,amazing
132,feel
132,calm
132,relaxed
133,love
133,app
133,love
133,reading
133,stories
133,sleep
133,night
133,breathe
133,bubble
133,charm
133,feel
133,membership
133,pricey
133,membership
133,unnecessary
133,stories
133,features
133,require
133,membership
133,app
134,calm
134,helps
134,sleep
135,app
135,helps
135,learning
135,control
135,body
135,issues
135,involving
135,sleep
135,anxiety
135,weighing
135,life
136,tapped
136,requires
136,start
136,free
136,trial
136,pay
136,single
136,completely
136,free
136,major
136,rip
137,supposedly
137,free
137,trial
137,anxiety
137,started
137,telling
137,anxiety
137,affects
137,life
137,google
137,search
137,shut
137,delete
138,wonderful
138,stuff
139,ffg
140,confused
140,charge
140,month
140,letting
140,features
140,free
140,app
141,soy
141,nueva
141,pero
141,lo
141,poco
141,visto
141,ha
141,encantado
141,las
141,historias
141,de
141,verdad
141,te
141,relajan
141,bueno
141,se
141,la
141,recomendé
141,mi
141,hijo
141,gracias
142,calm
142,night
142,afford
142,premium
142,listen
142,blue
142,gold
142,night
142,bed
142,stephen
142,voice
142,calming
143,app
143,nice
143,log
143,reason
143,pay
143,sine
144,therapist
144,world
144,app
144,brainer
145,feel
145,calm
145,app
145,day
145,days
145,calm
145,recommend
145,sleep
145,issues
145,lot
145,stress
145,anxiety
145,helping
145,anger
145,stress
145,anxiety
146,downloaded
146,night
146,time
146,ago
146,signed
146,charged
146,beware
146,money
146,agree
147,free
147,calm
147,offers
147,selection
148,free
148,ad
148,literally
148,pay
148,bucks
148,judge
148,genuity
148,scam
148,nice
148,google
148,search
148,free
149,fell
149,asleep
149,quickly
149,woke
149,refreshed
150,app
150,free
150,option
150,app
150,purchase
150,sign
150,offers
150,7day
150,trial
150,deleted
150,immediately
151,tricked
151,paying
151,trial
151,recurring
151,fee
151,real
151,beware
152,app
152,dose
152,cost
152,audio
152,book
152,blue
152,hold
152,fell
152,asleep
152,recommend
152,app
153,homeless
153,helps
153,stop
153,yos
153,app
